target,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
1,12.8,0.59,1.6,13.73,72.57,2.74,2.8,0.21,2.06,4.42,1.03,2.91,382.24
1,11.18,1.22,1.76,14.02,88.52,1.24,0.98,0.27,0.81,2.42,1.09,1.72,241
1,11.96,1.33,2.02,17.81,74.92,1.43,1.68,0.33,1.43,2.58,0.92,2.92,398.09
1,12.1,0.62,1.84,14.6,90.59,1.61,0.75,0.45,0.24,4.22,0.83,1.12,242.45
1,12.65,0.38,1.58,14.45,79.35,1.66,1.56,0.18,1.19,3.52,1.08,2.15,245.4
1,12.33,1.11,1.91,19.42,77.24,2.08,1.95,0.26,1.01,4.56,1.11,3.44,493.22
1,11.36,0.83,1.83,18.89,77.83,1.62,1.03,0.23,1.2,0.62,0.82,2.92,314.92
1,11.5,0.23,1.83,16.93,77.16,2.03,1.64,0.22,1.08,1.07,1.24,2.68,83.09
1,11.4,0.56,2.05,19.66,76.55,1.19,0.75,0.31,1.02,0.27,1.11,1.59,198.5
1,11.71,0.53,1.9,17.83,80.98,2.2,1.91,0.26,1.23,1.69,1.3,2.87,167.42
1,12.38,0.58,2.14,16.8,93.87,1.97,1.58,0.26,1.25,1.79,1.15,2.9,336.78
1,12.02,0.65,2.04,17.55,80.81,3.23,2.67,0.14,1.62,3.45,1.12,2.56,283.53
1,11.78,1.67,2.05,19.36,78.71,1.19,1.05,0.56,0.97,0.87,0.68,2.74,66.1
1,10.86,2.91,1.62,17.02,96.4,2.72,1.84,0.15,3.16,1.18,0.58,2.28,328.36
1,13.42,0.9,1.83,16.96,89.53,1.9,1.48,0.28,0.55,3.08,1.16,2.24,531.52
1,10.99,1.13,2.07,15.42,86.96,2.54,1.49,0.07,0.91,1.46,0.98,2.41,101.61
1,11.89,0.87,2.01,20.3,98.6,1.59,1.43,0.26,1.23,0.53,0.91,2.49,137.73
1,12.15,2.64,2.17,17.43,85.56,2.34,2.08,0.23,1.89,1.75,1.11,3.18,236.29
1,11.48,0.79,2.24,19.86,76.85,1.05,0.61,0.42,1.26,2.11,0.9,2.2,248.2
1,11.41,1.07,2.63,19.17,90.45,2.58,2.67,0.26,2.35,2.07,0.9,3.08,601.64
1,10.96,1.41,2.17,21.19,83.69,2.4,2.08,0.51,1.96,1.69,1.69,2.8,378.13
1,11.8,0.66,2.08,18.9,74.88,2.25,2.37,0.29,1.32,2.14,0.51,2.29,106.89
1,12.17,1.27,2.11,21.48,103.65,1.81,1.79,0.3,1.44,1.35,0.99,2.74,249.15
1,11.64,1.47,1.82,18.76,82.84,2.36,1.42,0.34,1.29,1.55,0.89,2.28,345.28
1,11.89,3.28,1.96,18.55,85.09,1.92,1.51,0.35,1.79,0.97,0.9,2.96,521.91
1,10.95,1.71,2.25,17.95,87.22,2.52,2.18,0.24,1.48,1.82,0.66,2.95,431.38
1,11.48,0.67,1.86,15.83,66.43,1.06,1.08,0.25,1.09,1.2,0.78,2.5,210.78
1,12,1.28,2.47,22.17,82.6,2.5,2.19,0.42,0.98,2.67,0.91,3.12,354.03
1,10.94,1.09,2.22,18.7,71.61,1.41,0.82,0.37,0.85,0.79,0.8,2.13,406.83
1,12.85,0.78,2.02,21.37,75.75,1.39,1.05,0.17,0.58,1.91,0.8,2.22,224.02
1,11.72,0.18,1.88,15.84,76.64,3.02,2.96,0.14,1.49,2.66,0.86,2.21,409.55
1,13.45,0.95,1.85,17.1,90.13,1.93,1.52,0.29,0.57,3.17,1.17,2.27,544.7
1,10.71,1.38,2.17,16.95,82.96,2.33,1.88,0.21,1.31,1.13,0.59,2.74,337.39
1,11.55,0.39,1.73,12.96,71.98,1.98,1.59,0.18,1.25,0.79,1.02,2.09,140.96
1,12.35,4.83,1.89,18.61,73.64,2.08,1.79,0.19,1.51,0.59,0.53,2.49,107.54
1,11.69,0.59,2.38,22.39,71.13,1.7,1.1,0.34,1.12,1.08,1.2,2.38,478.43
1,12.25,0.99,2.25,15.67,99.59,1.99,0.99,0.62,0.35,3.04,1.23,1.6,648.85
1,11.5,1.03,1.88,19.5,80.42,1.74,1.21,0.25,1.31,1.04,0.86,3.05,372
1,12.2,1.03,2.1,20.36,74.85,0.98,1.12,0.4,1.26,1.81,0.73,1.97,286.26
1,11.57,1.75,1.89,15.61,95.34,1.54,1.45,0.33,1.08,3.53,1.2,2.06,391.39
1,11.53,0.38,2.33,21.75,68.38,1.58,0.91,0.32,1.01,0.64,1.16,2.24,417.82
1,12.4,2.91,1.85,14.46,73.4,1.34,0.79,0.37,0.57,2.33,0.59,1.79,226.54
1,11.35,0.21,2.41,15.97,85.31,1.82,1.6,0.14,2,1.64,0.65,2.65,328.5
1,11.47,2.38,2.1,16.46,105.43,1.43,0.86,0.37,0.69,1.58,0.85,2.19,355.21
1,11.84,0.82,1.99,20.12,97.84,1.55,1.38,0.25,1.2,0.41,0.9,2.45,121
1,11.77,0.56,1.96,16.12,149.66,1.96,1.41,0.21,2.79,0.6,0.96,2.02,665.01
1,10.4,0.65,1.99,18.92,73.96,1.98,1.4,0.42,1.57,0.11,1.53,2.32,163.59
1,11.67,1.51,1.83,18.87,83.29,2.38,1.45,0.35,1.31,1.62,0.9,2.31,355.27
1,11.27,1.06,1.9,17.71,70.95,1.98,1.67,0.25,0.79,0.48,0.64,2.58,68.23
1,11.35,1.53,2.63,26.71,84.34,1.79,1.7,0.51,1.45,1.76,0.85,2.06,297.17
1,11.78,0.84,2.24,20.26,97.84,3.24,1.92,0.1,1.52,2.7,0.94,2.97,816.39
1,10.92,0.06,2.33,18.97,79.31,2.1,1.4,0.34,1.09,1.67,0.96,1.88,242.5
1,11.84,1.29,2.37,21.36,83.24,1.33,1.06,0.48,1.52,3.15,1.01,2.51,389.19
1,12.37,1.45,2.27,21.25,84.93,2.69,3.08,0.38,1.73,3.77,0.67,2.79,328.45
1,11.24,0.06,2.38,15.51,83.36,1.73,1.47,0.13,1.92,1.32,0.62,2.55,285.38
1,12.84,0.64,1.61,13.89,73.27,2.77,2.85,0.22,2.09,4.53,1.04,2.95,397.79
1,12.61,1.32,2.01,16.68,99.47,2,1.37,0.53,0.6,5.66,0.97,1.56,438.39
1,11.98,0.84,2.03,16.98,153.35,2.12,1.67,0.24,2.93,1.2,1.02,2.2,746.38
1,12.13,1.12,2.19,20.27,80.75,2.51,2.78,0.34,1.56,3.09,0.61,2.58,236.24
1,13.16,0.54,2.43,22.1,73.62,2.41,1.99,0.1,1.37,1.37,1.16,2.54,136.99
1,11.62,2.48,2.87,19.42,100.5,1.64,1.86,0.58,0.95,3.39,1.19,2.38,551.9
1,11.86,1.19,1.99,17.4,73.16,1.35,1.55,0.31,1.36,2.29,0.89,2.83,359.18
1,11.96,0.85,1.67,15.77,146.61,1.66,0.97,0.1,2.32,2.14,1.21,2.85,621.27
1,11.78,4.18,2.36,20.62,80.37,2.79,2.92,0.2,2.84,2.53,0.72,3.56,343.99
1,12.64,3.78,2.38,22.74,99.87,2.78,2.47,0.42,1.9,2.39,1.17,3.07,438.06
1,11.58,1.84,2.71,27.65,88.35,1.97,1.99,0.55,1.61,2.41,0.91,2.26,385.62
1,12.19,4.12,2.65,25.57,98.02,2.03,1.85,0.4,1.55,1.43,0.86,2.92,277.31
1,11.67,1.93,2.69,20.94,131.61,1.5,0.82,0.12,1.46,2.11,0.91,2.14,572.35
1,12.11,0.91,2.07,19.99,73.27,0.91,1.01,0.39,1.2,1.56,0.71,1.89,251.48
1,13.14,1.17,2.12,22.54,80.77,1.61,1.4,0.22,0.78,2.73,0.88,2.47,334.66
1,12.15,0.76,2.02,17.58,84.08,3.35,3.48,0.21,1.79,3.86,0.98,2.58,573.61
1,11.08,1.84,1.97,14.85,98.54,1.13,0.38,0.31,0.41,0.47,0.74,1.85,203.33
1,12.87,0.68,1.62,14.01,73.75,2.79,2.88,0.22,2.11,4.61,1.05,2.97,408.28
1,12.11,2.12,2.16,20.71,84.46,1.44,1.45,0.61,1.2,1.8,0.77,3.02,192.95
1,12.43,1.41,2.1,17.6,80.85,1.97,2.17,0.22,1.56,3.06,1.08,2.88,600.5
1,11.8,1.7,2.28,18.76,88.42,2.14,1.44,0.26,0.93,1.25,0.65,2.9,226.8
1,11.7,0.79,2.01,17.96,92.55,0.64,0.29,0.28,1.04,1.35,0.736,1.3,639.62
1,13.38,0.86,1.82,16.82,88.97,1.88,1.44,0.28,0.53,2.98,1.15,2.21,519.17
1,12.02,1.3,2.48,22.24,82.9,2.51,2.21,0.42,1,2.72,0.91,3.14,360.8
1,11.63,0.71,2.35,16.79,94.57,1.48,1.09,0.37,0.65,1.42,1.3,1.76,146.97
1,11.42,0.1,1.48,13.55,137.09,1.24,0.31,0.02,1.94,0.59,1.06,2.38,411.35
1,11.64,1.89,2.68,20.8,131.02,1.47,0.78,0.11,1.44,2.02,0.9,2.11,559.26
1,11.94,2.83,2.14,19.88,87.65,2.24,1.62,0.31,1.41,0.4,0.98,2.47,168.55
1,12.91,0.87,2.05,21.63,76.86,1.44,1.13,0.18,0.62,2.09,0.82,2.28,248.51
1,12.96,3.74,2.29,22.14,83.46,1.58,1.48,0.6,1.56,4.55,0.82,1.93,480.95
1,11.89,1.84,2.31,19.17,90.17,2.22,1.56,0.27,1,1.53,0.67,2.99,265.28
1,12.29,1.1,2.53,17.77,96.57,2.36,2.55,0.36,2.02,4.37,1.17,2.23,646.44
1,11.92,1.18,2.45,21.86,81.26,2.44,2.1,0.41,0.93,2.46,0.89,3.05,324.65
1,12.07,0.79,2.46,16.85,92.67,2.19,2.28,0.32,1.87,3.74,1.1,2.04,560.54
1,12.04,1.28,2.29,23.44,69.31,2.17,1.54,0.41,1.35,1.63,1.06,3.18,609.76
1,11.73,1.59,1.85,19.11,84.35,2.43,1.52,0.36,1.35,1.79,0.91,2.36,378.56
1,11.88,0.96,2.14,22.5,79.43,1.84,1.85,0.33,1.56,0.73,0.75,2.35,153.06
1,11.71,3.46,2.49,23.59,89.55,1.65,1.26,0.32,1.21,0.06,0.72,2.5,90.46
1,11.89,3.28,1.96,18.55,85.09,1.92,1.51,0.35,1.79,0.97,0.9,2.96,521.93
1,11.56,0.02,1.89,15.68,72.8,2.88,2.11,0.07,1.3,2.14,0.99,2.16,106.81
1,12.24,0.82,1.89,15.17,93.04,1.72,0.92,0.47,0.34,4.62,0.87,1.24,296.56
1,11.5,0.69,1.87,15.9,66.74,1.07,1.1,0.25,1.1,1.25,0.79,2.51,217.53
1,12.52,3.08,1.89,14.96,75.56,1.44,0.94,0.39,0.65,2.68,0.63,1.9,274.14
1,11.53,1.77,2.69,27.41,87.35,1.93,1.91,0.54,1.57,2.25,0.9,2.21,363.51
1,12.39,0.84,2.4,27.53,128.42,2.84,2.15,0.12,1.54,1.63,1.14,2.97,751.79
1,11.87,0.74,1.96,18.46,83.7,2.32,2.1,0.28,1.34,2.13,1.34,3.01,227.26
1,11.72,1.33,1.96,20.38,84.18,1.9,1.47,0.28,1.46,1.66,0.92,3.24,454.97
1,12.02,4.28,2.37,21.93,79.69,2.09,1.73,0.42,1.34,2.55,0.78,2.55,573.11
1,10.97,1.24,3.03,26.08,108.63,2.73,4.35,0.38,1.45,4.32,0.76,3.17,236.39
1,11.83,1.49,2.24,17.49,76.66,1.41,1.2,0.48,1.47,1.7,1.01,2.05,384.4
1,11.97,0.97,1.87,14.67,79.32,2.3,2.1,0.24,1.54,1.98,1.14,2.46,302.8
1,11.43,0.13,1.81,16.65,75.94,1.98,1.56,0.21,1.03,0.87,1.22,2.62,56.3
1,11.9,0.84,1.83,17.66,86.28,2.11,1.64,0.34,1.85,1.77,0.77,2.74,185.96
1,11.51,1.38,1.98,18.68,75.06,2.16,1.95,0.28,0.95,1.15,0.7,2.79,158.86
1,12.04,1.28,2.49,18.48,101.78,1.79,1.59,0.43,0.94,2.59,1.41,2.12,306.07
1,11.83,1.27,2.36,21.29,82.97,1.32,1.04,0.47,1.51,3.11,1,2.5,383.09
1,12.05,1.28,2.49,18.5,101.87,1.8,1.6,0.43,0.94,2.61,1.42,2.12,308.14
1,11.89,2.28,2.08,16.36,80.97,2.14,1.76,0.19,1.71,1.01,1.04,2.95,134.89
1,12.08,0.93,1.98,16.18,74.78,1.71,1.75,0.16,1.32,2.08,0.98,2.58,466.71
1,11.9,2.76,2.13,19.7,86.87,2.21,1.56,0.31,1.38,0.28,0.96,2.43,151.51
1,11.54,1.52,2.58,25.55,86.06,1.84,1.47,0.38,1.26,2.29,1.33,3.11,519.31
1,11.22,3.41,1.74,18.52,102.82,3,2.29,0.2,3.41,2.22,0.68,2.6,469.81
1,13.09,0.98,1.69,14.91,77.63,2.96,3.15,0.26,2.27,5.24,1.11,3.16,493.86
1,12.43,0.9,2.41,27.68,129.09,2.87,2.2,0.12,1.56,1.74,1.15,3.01,766.59
1,11.77,3.12,1.92,18.06,82.98,1.82,1.36,0.33,1.71,0.63,0.87,2.85,475.32
1,12.33,1.32,2.15,18.41,159.46,2.39,2.09,0.3,3.18,2.19,1.12,2.5,881.09
1,13.49,1,1.86,17.26,90.85,1.96,1.57,0.29,0.6,3.29,1.18,2.3,560.46
1,11.39,2.17,2.79,18.48,96.49,1.46,1.57,0.54,0.79,2.74,1.13,2.18,463.48
1,10.84,0.92,2.02,14.8,84.33,2.42,1.3,0.05,0.8,1.03,0.94,2.28,43.57
1,11.22,2.08,2.34,19.04,91.91,2.72,2.5,0.28,1.67,2.59,0.73,3.19,534.87
2,12.7,3.55,2.36,21.5,105.98,1.7,1.2,0.17,0.84,5,0.78,1.29,599.59
2,12.85,2.6,2.22,19.57,83.76,1.57,0.18,0.38,0.92,7.08,0.42,1.21,468.4
2,12.23,0.85,2.16,16.35,80.07,1.78,0.24,0.56,1.05,4.65,0.67,1.26,541.31
2,12.87,4.77,2.22,20.75,87.64,1.51,0.26,0.56,1.34,7.03,0.51,1.21,606.85
2,12.93,3.95,2.7,23.07,103.73,1.62,0.38,0.2,0.78,7.16,0.54,1.51,447.61
2,12.09,2.54,2.52,25.54,90.74,1.63,0.14,0.58,0.89,6.48,0.57,1.42,742.07
2,12.92,2.25,2.29,18.98,115.63,1.46,0.37,0.49,1.28,8.59,0.53,1.4,743.59
2,13.14,2.63,2.5,22.53,116.72,1.12,1.13,0.17,1,7.58,0.49,0.99,361.44
2,12.69,2.75,2.56,23.37,98.31,2.2,0.41,0.51,0.7,4.48,0.85,2.02,530.73
2,12.3,2.99,2.22,19.83,98.88,1.39,0.7,0.11,0.55,3.84,0.67,0.94,442.98
2,12.3,2.66,2.13,17.38,78.94,1.08,0.03,0.32,0.61,8.79,0.57,1.3,485.18
2,13.5,3.14,2.71,23.41,96.64,1.53,0.49,0.5,0.54,4.29,0.88,2.04,511.96
2,12.97,3.75,2.32,21.04,111.04,1.32,1.25,0.32,1.06,9.08,0.54,1.23,506.87
2,13.41,3.02,2.68,23.06,95.13,1.47,0.39,0.48,0.47,4.05,0.86,1.97,478.69
2,12.79,2.89,2.59,23.79,100.08,2.28,0.54,0.52,0.77,4.77,0.88,2.1,569.82
2,12.38,0.9,2.5,22.52,103.24,1.64,0.39,0.15,1.05,5.03,0.41,0.7,143.71
2,12.28,5.17,2.56,23.97,91.6,1.6,0.29,0.59,0.92,4.29,0.75,1.47,417.95
2,12.45,1.95,2.17,18.19,80.38,1.14,0.12,0.43,0.41,8.989999,0.48,1.35,346.17
2,12.65,3.57,2.61,21.92,98.85,1.4,0.04,0.16,0.58,6.37,0.46,1.27,340
2,12.18,2.02,2.16,17.11,91.65,0.76,0.36,0.13,0.34,3.4,0.54,0.81,257.8
2,13.26,3.72,2.43,22.43,99.57,1.69,0.58,0.41,1.31,6.91,0.66,1.44,696.4
2,12.77,2.64,2.47,21.9,111.58,1.46,1.33,0.24,1.24,10.73,0.47,1.45,470.71
2,13.17,1.24,2.53,21.22,83.53,2.36,0.72,0.47,2.07,10.86,0.48,1.51,499.46
2,12.86,2.16,2.26,18.72,114.51,1.41,0.3,0.48,1.24,8.41,0.51,1.35,719.03
2,12.39,2.67,2.16,16.17,96.04,0.95,0,0.31,0.54,3.66,0.52,1.25,455.33
2,12.79,2.62,2.65,20.44,93.62,1.44,0.33,0.51,0.65,4.21,0.73,2.19,547.43
2,12.5,4.1,2.36,19.98,79.51,1.42,0.2,0.41,0.6,6.6,0.44,1.54,481.84
2,11.91,3.41,2.08,17.1,106,1.12,0.36,0.24,0.9,7.24,0.55,1.7,722.65
2,12.48,1.04,2.54,22.92,104.96,1.72,0.51,0.16,1.12,5.31,0.43,0.78,181.49
2,12.49,0.83,2.19,16.46,115.4,1.22,0.79,0.15,0.68,3.03,0.65,0.96,484.59
2,12.99,2.79,2.27,20.15,86.24,1.68,0.36,0.4,1.02,7.49,0.46,1.33,523.1
2,13.42,4.67,2.28,19.17,88.45,1.84,0.55,0.44,0.88,3.82,0.85,1.87,471.76
2,12.78,3.6,2.09,17.98,111.37,1.21,0.09,0.35,1,8.8,0.45,1.13,644.65
2,12.26,2.95,2.21,19.71,98.33,1.36,0.66,0.1,0.53,3.76,0.66,0.91,431
2,13.39,5.21,2.34,19.2,89.43,1.44,0.22,0.47,0.84,6.8,0.55,1.46,617.14
2,12.3,2.83,2.1,18.31,99.34,0.81,0.43,0.22,0.59,7.18,0.35,0.65,248.89
2,12.35,2.9,2.11,18.51,100.21,0.85,0.5,0.23,0.63,7.32,0.37,0.69,268.02
2,12.67,3.6,2.61,22.01,99.19,1.42,0.06,0.16,0.6,6.42,0.47,1.28,347.62
2,12.27,0.86,2,18.72,97.54,1.24,0.2,0.48,1.18,6.71,0.49,1.28,519.53
2,11.76,3.01,2.18,18.54,77.47,1.84,0.18,0.41,0.62,5.94,0.39,1.06,287.88
2,12.1,4.51,2.49,20.38,86.35,1.26,0.28,0.51,0.69,3.42,0.71,1.14,661.48
2,13.37,3.87,2.14,21.02,81.68,1,0.03,0.46,0.9,5.59,0.68,1.44,380.65
2,13.39,3.45,2.16,19.08,86.2,1.54,0.35,0.56,0.81,5.41,0.78,1.73,540.34
2,13.3,2.73,2.41,18.41,100.19,1.53,0.08,0.44,0.53,4.78,0.85,1.48,529.96
2,11.71,2.93,2.16,18.32,76.56,1.8,0.12,0.4,0.58,5.79,0.38,1.01,267.68
2,12.47,2.28,2.16,17.95,91.66,1.52,0.5,0.61,0.85,6.72,0.69,1.46,643.35
2,13.42,2.89,2.45,18.9,102.31,1.62,0.23,0.46,0.61,5.12,0.88,1.59,576.61
2,12.46,1.01,2.53,22.84,104.62,1.7,0.48,0.16,1.1,5.25,0.43,0.76,174.06
2,13.4,3.91,2.48,22.99,101.94,1.8,0.75,0.43,1.41,7.29,0.7,1.56,748.66
2,12.6,4.24,2.39,20.39,81.25,1.49,0.32,0.43,0.67,6.88,0.46,1.62,520.33
2,12.86,2.79,2.16,16.98,91.52,1.52,0.38,0.55,1.61,9.47,0.46,1.19,532.04
2,12.91,2.86,2.17,17.17,92.32,1.55,0.43,0.56,1.64,9.6,0.47,1.23,549.8
2,13.11,4.06,2.21,19.34,117.16,1.47,0.49,0.41,1.24,9.74,0.54,1.42,772.44
2,12.28,2.63,2.12,17.28,78.52,1.06,0,0.32,0.59,8.72,0.57,1.28,475.9
2,13.2,3.08,2.34,21.02,89.94,1.84,0.62,0.43,1.17,8.08,0.52,1.52,604.49
2,12.23,1.52,2.21,21.63,87.85,0.71,0.38,0.18,0.42,4.05,0.5,0.86,336.22
2,11.98,3.3,2.25,19.42,81.24,2,0.45,0.44,0.77,6.55,0.45,1.24,370.86
2,12.33,0.83,2.49,22.3,102.31,1.6,0.32,0.14,1.01,4.88,0.39,0.65,123.1
2,12.82,2.84,2.39,20.42,99.97,1.22,0.15,0.33,1.02,8.89,0.67,1.01,451.83
2,13.44,3.96,2.16,21.29,82.84,1.05,0.11,0.48,0.94,5.78,0.7,1.49,406.17
2,13.01,3.36,2.1,20.38,99.37,1.38,0.37,0.41,1.19,3.57,0.56,1.55,771.99
2,12.39,5.32,2.59,24.44,93.62,1.69,0.43,0.61,1,4.61,0.78,1.57,462.5
2,12.85,2.69,2.67,20.65,94.52,1.47,0.4,0.52,0.69,4.36,0.75,2.24,567.28
2,13.16,2.57,2.37,19.95,119.8,1.64,0.67,0.53,1.45,9.27,0.6,1.61,835.54
2,12.94,2.34,2.43,21.68,113.09,0.97,0.88,0.13,0.85,6.99,0.43,0.81,281.51
2,12.8,3.08,2.03,19.53,95.72,1.22,0.11,0.38,1.05,2.98,0.5,1.37,691.56
2,13.8,3.64,2.63,23.12,90.11,1.79,0.35,0.51,1.11,8.24,0.52,1.31,430.08
2,13.36,2.28,2.62,23.6,101.16,1.38,0.57,0.36,1.39,8.04,0.68,1.61,665.29
2,12.49,4.08,2.35,19.93,79.27,1.41,0.18,0.41,0.59,6.56,0.43,1.53,476.7
2,12.66,2.69,2.33,19.09,100.1,1.13,0.95,0.21,0.67,4.77,0.68,1.23,444.03
2,13.14,2.25,2.27,19.08,85.06,1.23,0.22,0.34,0.48,4.96,0.64,2.27,693.11
2,12.69,2.75,2.56,23.38,98.36,2.2,0.42,0.51,0.7,4.49,0.85,2.02,531.84
2,13.3,2.2,2.6,23.35,100.1,1.34,0.5,0.35,1.34,7.86,0.66,1.56,641.99
2,13.54,2.53,2.68,24.34,104.32,1.52,0.79,0.38,1.51,8.55,0.73,1.77,735.05
2,12.7,2.54,2.45,21.63,110.4,1.41,1.25,0.23,1.2,10.54,0.45,1.39,444.69
2,12.67,3.16,2.25,18.89,85.38,1.37,0.48,0.38,0.86,9.83,0.68,1.62,627.14
2,13.12,4.26,2.18,17.95,83.23,1.62,0.19,0.39,0.67,2.98,0.77,1.61,356.53
2,13.38,3.44,2.15,19.06,86.12,1.54,0.35,0.56,0.8,5.39,0.78,1.73,538.55
2,12.4,2.68,2.16,16.19,96.11,0.96,0.01,0.31,0.54,3.67,0.52,1.26,456.85
2,13.03,3.39,2.35,21.46,95.41,1.51,0.29,0.37,1.15,6.23,0.59,1.23,604.69
2,13.18,4.29,2.78,24.08,108.05,1.81,0.68,0.24,0.95,7.86,0.61,1.72,543.01
2,14.05,3.99,2.71,24.18,94.64,1.99,0.67,0.55,1.3,8.98,0.59,1.53,530.05
2,13.23,2.1,2.57,23.06,98.85,1.28,0.41,0.34,1.29,7.66,0.64,1.49,614.5
2,13.49,3.64,2.26,18.07,82.89,1.53,0.4,0.43,1.32,8.02,0.47,1.34,345.25
2,13.63,0.71,2.46,22.09,85.54,2.25,0.44,0.42,2.2,10.98,0.37,1.34,385.23
2,13.22,3.38,2.52,22.04,106.89,1.52,0.63,0.39,1.3,10.01,0.78,1.36,604.42
2,12.44,4.01,2.33,19.72,78.37,1.37,0.12,0.4,0.55,6.41,0.42,1.48,456.88
2,13.26,3.71,2.43,22.4,99.45,1.69,0.57,0.41,1.31,6.89,0.66,1.43,693.84
2,14.27,1.58,2.68,24.71,96.74,2.74,1.22,0.52,2.65,12.8,0.55,1.9,632.21
2,12.4,2.68,2.16,16.21,96.2,0.96,0.01,0.31,0.55,3.69,0.52,1.26,458.97
2,13.13,3.27,2.49,21.7,105.44,1.46,0.53,0.38,1.24,9.78,0.76,1.28,572.4
2,12.71,2.78,2.56,23.45,98.64,2.22,0.43,0.51,0.72,4.54,0.85,2.03,537.87
2,12.8,0.73,2.41,19.7,77.04,2.08,0.26,0.42,1.81,9.81,0.38,1.19,356.36
2,12.7,2.39,2.17,18.96,81.12,1.45,0,0.36,0.81,6.65,0.38,1.08,410.16
2,12.74,1.19,2.28,17.52,119.95,1.42,1.11,0.19,0.86,3.77,0.73,1.19,584.75
2,12.21,4.66,2.52,20.82,88.22,1.35,0.42,0.52,0.77,3.72,0.74,1.23,702.7
2,12.41,3.16,2.26,20.32,100.96,1.48,0.85,0.13,0.64,4.18,0.7,1.04,488.92
2,12.13,1.38,2.17,21.21,86.08,0.63,0.26,0.17,0.35,3.77,0.47,0.77,297.19
2,13.65,5.57,2.43,20.25,93.94,1.63,0.54,0.51,1.02,7.53,0.62,1.69,716.7
2,13.22,4.97,2.28,18.47,86.31,1.3,0,0.44,0.71,6.29,0.5,1.31,548.39
2,12.15,0.38,2.08,15.1,109.58,0.97,0.38,0.1,0.44,2.08,0.56,0.67,356.25
2,13.34,1.48,2.59,21.93,86.55,2.49,0.93,0.5,2.19,11.35,0.53,1.66,565.98
2,12.34,0.64,2.15,15.87,112.91,1.11,0.61,0.13,0.58,2.62,0.61,0.84,429.62
